"gene","SE_Intercept","SE_condition_treated_vs_control"
"gene_608",0.127423764593194,0.18102432944019
"gene_609",0.224428968534203,0.308512680632578
"gene_610",0.0765271515994046,0.108168093878949
"gene_611",0.115900548292698,0.162786397731363
"gene_612",0.245453775302638,0.34306051958108
"gene_613",0.112265657892659,0.157887973838199
"gene_614",0.0752096515144127,0.107628825459438
"gene_615",0.141135060957926,0.197760089637757
"gene_616",0.297304583919655,0.418831508352169
"gene_617",0.0615400856345522,0.0870259829452359
"gene_618",0.0897384618595998,0.126735514697668
"gene_619",0.0891578336057275,0.125283415431007
"gene_620",0.0929755298395256,0.131288882746004
"gene_621",0.0722093106713453,0.102193202733246
"gene_622",0.0544889500979795,0.0770228180032239
"gene_623",0.0638237521661319,0.0902453554181348
"gene_624",0.110960975706443,0.157185512104579
"gene_625",0.0617096930060388,0.0871742124269509
"gene_626",0.0909901907453425,0.127124600082547
"gene_627",0.0708288294765695,0.100333964775582
"gene_628",0.0572824806783963,0.0810602695176079
"gene_629",0.0674330212845378,0.0953198645406069
"gene_630",0.26690352301081,0.375856453884225
"gene_631",0.119497239873096,0.168071371739604
"gene_632",0.0603726873795804,0.085861532779423
"gene_633",0.109777072173132,0.155114317668255
"gene_634",0.0900194757359537,0.127087465474948
"gene_635",0.0756388453509479,0.106641220769647
"gene_636",0.0628575568897364,0.0879448913668786
"gene_637",0.0724721232477366,0.102724319883616
"gene_638",0.21191362913749,0.298169868004524
"gene_639",0.059129188655551,0.0836237435657056
"gene_640",0.139552156278654,0.193598847616181
"gene_641",0.110926952756304,0.153491056124175
"gene_642",0.113010075137658,0.158717876273041
"gene_643",0.0615116201349485,0.0870417128065727
"gene_644",0.0752906573250074,0.106027368187547
"gene_645",0.0720958268559563,0.101672441809053
"gene_646",0.0506869619602395,0.0716995799062649
"gene_647",0.0744708069016927,0.105278819764203
"gene_648",0.0971315150922189,0.134896215582857
"gene_649",0.0729850552325537,0.102961803877488
"gene_650",0.0795052321459137,0.112431231104238
"gene_651",0.0735994772161893,0.103990032025073
"gene_652",0.253571725702081,0.356702288068715
"gene_653",0.0715331535151423,0.101281058302529
"gene_654",0.0722575920097113,0.102158336863328
"gene_655",0.0747297572331299,0.105438723740608
"gene_656",0.0856434593369914,0.120405923278079
"gene_657",0.0630620397654183,0.0891040844062033
"gene_658",0.0658107299655577,0.0930607265855254
"gene_659",0.142261155918611,0.201085112603798
"gene_660",0.198141238396475,0.278455110066842
"gene_661",0.0724155392183479,0.102389754900824
"gene_662",0.105491570731163,0.14985550346469
"gene_663",0.0630728557575457,0.0892218799498573
"gene_664",0.0665311781902251,0.0941354875741973
"gene_665",0.081215308913864,0.114333347878152
"gene_666",0.0659763757026008,0.0932827485525748
"gene_667",0.22521634253186,0.322630204951095
"gene_668",0.0677793953262029,0.0958408102388443
"gene_669",0.136394170081616,0.192635094305854
"gene_670",0.184179675290963,0.260856448285616
"gene_671",0.0619622566625199,0.0875245631465197
"gene_672",0.0911436083878403,0.128200609999741
"gene_673",0.0945214824710123,0.133037880182649
"gene_674",0.0726599483210978,0.102497395115029
"gene_675",0.0475876978234591,0.0672784822485048
"gene_676",0.05896587625715,0.0832721662686468
"gene_677",0.168992244665658,0.239146880686723
"gene_678",0.0867509390473317,0.122715607994443
"gene_679",0.138029288010097,0.198003499674436
"gene_680",0.143406580390212,0.202903840886268
"gene_681",0.0744152358302861,0.108498318869976
"gene_682",0.0691039479775178,0.0976038056763383
"gene_683",0.193422732236354,0.27506547707798
"gene_684",0.0909823892042438,0.129125172701349
"gene_685",0.059188494578962,0.0835637302138688
"gene_686",0.0672494838186539,0.0951416197948082
"gene_687",0.17644932437648,0.259406425055798
"gene_688",0.0846885983093949,0.119829721050992
"gene_689",0.0712538367986245,0.100371864005223
"gene_690",0.071681266567982,0.104760169778559
"gene_691",0.0550324664691026,0.0777973189403742
"gene_692",0.249930880884428,0.356895788332525
"gene_693",0.0555091589164915,0.0785151480349709
"gene_694",0.186266861068127,0.267154763712744
"gene_695",0.0561467095308328,0.0794076851874035
"gene_696",0.24876141024427,0.359823732514364
"gene_697",0.0692599013515693,0.0974267260784317
"gene_698",0.0909628726761916,0.128681253076057
"gene_699",0.0642150083589385,0.0907886040225954
"gene_700",0.0950610488464193,0.134859403264433
"gene_701",0.11338338031316,0.160154286800845
"gene_702",0.0729263847177328,0.103107382592615
"gene_703",0.0660140310096175,0.0932242521338909
"gene_704",0.0957464029921908,0.134647154082071
"gene_705",0.148848545033839,0.207512416772653
"gene_706",0.121348685009925,0.170490059749921
"gene_707",0.0721810855286152,0.102098163855108
"gene_708",0.0657600132959624,0.0927139235953533
"gene_709",0.0959467376480453,0.136779265813965
"gene_710",0.0749188556853509,0.106569057900195
"gene_711",0.0745191811424768,0.105173938848529
"gene_712",0.0634714667546075,0.0897978025531059
"gene_713",0.0611524518030163,0.0864896529974525
"gene_714",0.0762898708542852,0.107245880841024
"gene_715",0.071448957219874,0.100899592673166
"gene_716",0.0774646389051468,0.109794030436702
"gene_717",0.109267271049135,0.154612816516818
"gene_718",0.125866410058048,0.191686288442468
"gene_719",0.127540691705569,0.18019664651061
"gene_720",0.0614180027310169,0.0869966553561738
"gene_721",0.284142727194644,0.401914331378874
"gene_722",0.0714367860934985,0.100996390291949
"gene_723",0.0834252471623046,0.11856238554576
"gene_724",0.0575586221876696,0.0813022928436572
"gene_725",0.0819219878779623,0.114997993843164
"gene_726",0.0567190732987244,0.0802097383353972
"gene_727",0.288438993999773,0.410811670643925
"gene_728",0.053360542789176,0.0753942738985788
"gene_729",0.113021069425773,0.158701892881398
"gene_730",0.156461724587355,0.220628711500284
"gene_731",0.0813858916595216,0.115068667209693
"gene_732",0.0607094773694347,0.0858716306536461
"gene_733",0.279433155851911,0.388684508330473
"gene_734",0.0745623752292139,0.105702407576919
"gene_735",0.0747162219276119,0.105596260229776
"gene_736",0.0644413673519451,0.0912095654060651
"gene_737",0.178330135249467,0.253858714198972
"gene_738",0.299178190238269,0.417117624381893
"gene_739",0.0725311044012412,0.10300484975684
"gene_740",0.0735419848255432,0.104205748725293
"gene_741",0.0602836836945747,0.0852830484536886
"gene_742",0.32714024182092,0.462695390169498
"gene_743",0.0813723872233844,0.115095730046216
"gene_744",0.279770086070922,0.394758602947855
"gene_745",0.138189940840634,0.19569391852066
"gene_746",0.0918576747112937,0.129470368654302
"gene_747",0.0584280644410696,0.0826869985185074
"gene_748",0.264182793227025,0.384890894018408
"gene_749",0.065607752521142,0.0925369974653377
"gene_750",0.221523691208657,0.312901213546245
"gene_751",0.0740652677721323,0.104547390548147
"gene_752",0.0675179187904134,0.0954434154079571
"gene_753",0.0688682303946058,0.0973523647577211
"gene_754",0.0685547232926762,0.0970545672092758
"gene_755",0.310480507599715,0.4376664532631
"gene_756",0.0698388045869544,0.0988285969266003
"gene_757",0.0547936396491887,0.0774389866072932
"gene_758",0.0808377527205105,0.114192477050317
"gene_759",0.0522642819109771,0.0738857357731069
"gene_760",0.297230671904061,0.425266644601337
"gene_761",0.190620804163544,0.269511594983658
"gene_762",0.0548928239130277,0.0774693519573424
"gene_763",0.0662762830492032,0.0937295771362203
"gene_764",0.0847583783411612,0.119624924198543
"gene_765",0.0765489735909265,0.108033585677935
"gene_766",0.182574254432181,0.260683013318852
"gene_767",0.0640546115842098,0.0906361638939606
"gene_768",0.171043053684469,0.241864936726364
"gene_769",0.0570881624737058,0.0810476058389975
"gene_770",0.0997684791717224,0.141368993318921
"gene_771",0.151308755557045,0.212073332059774
"gene_772",0.0697912965829203,0.0987045915390034
"gene_773",0.107023220319826,0.150830281221726
"gene_774",0.101932965688137,0.143084857285281
"gene_775",0.311979768547663,0.438397014464757
"gene_776",0.103884785248807,0.146075060750964
"gene_777",0.288305784628603,0.417552050967543
"gene_778",0.0535436409290358,0.0757230296792898
"gene_779",0.06294214952776,0.0890056411308992
"gene_780",0.0756871871276826,0.107471627532615
"gene_781",0.0753463363179188,0.106665917409404
"gene_782",0.066620138932935,0.0938598853604434
"gene_783",0.0604009570798312,0.085394237754955
"gene_784",0.0606870267825711,0.0858254930120277
"gene_785",0.279851840101986,0.392968115553091
"gene_786",0.166460469093092,0.235420636195444
"gene_787",0.077874536834104,0.109836521758184
"gene_788",0.199003449241239,0.283239931324951
"gene_789",0.0615398341645044,0.0870083979805238
"gene_790",0.0606104797652051,0.0857164071528415
"gene_791",0.107266872842312,0.152783563243748
"gene_792",0.0691623276033083,0.0975059139297052
"gene_793",0.0540704648392875,0.0763386013054719
"gene_794",0.0611443930723545,0.0864866758974396
"gene_795",0.086300020181639,0.12223936756984
"gene_796",0.0800078320526841,0.11305860206962
"gene_797",0.0812757548453793,0.113849596145578
"gene_798",0.168060939642278,0.23902403621126
"gene_799",0.0874628031841531,0.122862391191211
"gene_800",0.116948718397674,0.165206768961104
"gene_801",0.0673725087549163,0.0963661307323941
"gene_802",0.0647891012087396,0.0911712275037404
"gene_803",0.173730545639482,0.245246475010247
"gene_804",0.0699593964761964,0.0989240216750306
"gene_805",0.0733985972254891,0.103898132414333
"gene_806",0.104049842954668,0.151333939351565
"gene_807",0.0810097504461287,0.114539587721395
"gene_808",0.0639856533076449,0.0905068477644821
"gene_809",0.0580417707418108,0.0821451133451761
"gene_810",0.104682677865788,0.148185021689125
"gene_811",0.060864294594937,0.0860756670832606
"gene_812",0.111707442268124,0.157774744876402
"gene_813",0.27805430642918,0.39332555872322
"gene_814",0.138225311439977,0.192297441337559
"gene_815",0.247915995269476,0.352456309216869
"gene_816",0.0561282656895345,0.0795217177155383
"gene_817",0.0633398389520881,0.0895696631104617
"gene_818",0.0603230356331629,0.0853279748117596
"gene_819",0.0957115920952106,0.135476019975477
"gene_820",0.120155044559637,0.168922788945571
"gene_821",0.106629426053871,0.149322924764615
"gene_822",0.0583415742372645,0.0824513413067714
"gene_823",0.0574719323488739,0.0812050585183144
"gene_824",0.222435985900593,0.318181692977472
"gene_825",0.0816884664418472,0.115244851534015
"gene_826",0.240638124259949,0.343752978575021
"gene_827",0.0622176868706729,0.0880071154350665
"gene_828",0.0892048750460012,0.126278188007477
"gene_829",0.0717124461361324,0.101291447699344
"gene_830",0.0625548666726504,0.0882645582423156
"gene_831",0.0847988002195924,0.120185165282407
"gene_832",0.0945360197504103,0.13289366536872
"gene_833",0.0850446327778224,0.119559177415208
"gene_834",0.304994168585941,0.431735290825711
"gene_835",0.0613961287824412,0.0868607637803353
"gene_836",0.0629842148061333,0.0890651263805734
"gene_837",0.223587933770637,0.317785770138211
"gene_838",0.0685887545773176,0.0970770949791962
"gene_839",0.0737206834561092,0.104078191868152
"gene_840",0.288004633860021,0.403903026827289
"gene_841",0.0960305777515377,0.135499006985985
"gene_842",0.125926639940619,0.17847359462811
"gene_843",0.0756853932650379,0.10699301979004
"gene_844",0.234863942916838,0.328617833856258
"gene_845",0.0637151825685781,0.0900456530808423
"gene_846",0.0590784629916262,0.0837951165771558
"gene_847",0.107643561561899,0.152249686351564
"gene_848",0.080260962469637,0.113950407892594
"gene_849",0.267196326603879,0.380385778980875
"gene_850",0.299436699105768,0.42537423979155
"gene_851",0.10152209881423,0.142948092464919
"gene_852",0.135971159635385,0.191352883232835
"gene_853",0.121591197766984,0.176019852159667
"gene_854",0.0869274552696392,0.12291460102618
"gene_855",0.0918566135684557,0.130090328507787
"gene_856",0.0669624839322018,0.0945692625561127
"gene_857",0.0707706758959487,0.100250846833648
"gene_858",0.0593867741661511,0.0839955089977747
"gene_859",0.060483309193486,0.0850400592189971
"gene_860",0.0586591244665631,0.0828291118074359
"gene_861",0.0544964353469712,0.0770823779322276
"gene_862",0.329651626244534,0.466152469918802
"gene_863",0.0732433577776846,0.103967417184563
"gene_864",0.0742027601538904,0.105452123851943
"gene_865",0.323327797863338,0.44995658590465
"gene_866",0.160499474545243,0.226058850847881
"gene_867",0.0994618740472035,0.161128274458776
"gene_868",0.074942178905087,0.10574036489425
"gene_869",0.0872504354921627,0.122325715815307
"gene_870",0.0655645946908718,0.092723587396677
"gene_871",0.128110158743836,0.18006219528071
"gene_872",0.327272699870922,0.462160547115827
"gene_873",0.0704841904384211,0.0993725713386415
"gene_874",0.0747889584435495,0.106086641375902
"gene_875",0.118490693435101,0.167102587856165
"gene_876",0.0663202178521753,0.0938036869460142
"gene_877",0.0827699538508424,0.116967723656019
"gene_878",0.0633902655069926,0.0896536590736186
"gene_879",0.0621549371413647,0.0878855976850091
"gene_880",0.0613658160745606,0.0868149866511865
"gene_881",0.0851833952299362,0.12160048029443
"gene_882",0.283951010117022,0.41303631362217
"gene_883",0.0529251754740857,0.0748795339376769
"gene_884",0.119755467276914,0.170201421815523
"gene_885",0.0712531145322618,0.101224704762096
"gene_886",0.0944050878529172,0.132874542296007
"gene_887",0.0612593392682214,0.0865989337116038
"gene_888",0.249830076300793,0.355917125180813
"gene_889",0.0570015404465758,0.0805841057488394
"gene_890",0.0585847955028029,0.0827618719500645
"gene_891",0.107107391776225,0.150143778222621
"gene_892",0.0636844723421233,0.09001009911188
"gene_893",0.109211469314209,0.154052731985841
"gene_894",0.0647655353249249,0.0914253067424746
"gene_895",0.0612610635511161,0.0865920454701273
"gene_896",0.168436567357985,0.237749271825262
"gene_897",0.0592597527591279,0.0836763189205338
"gene_898",0.115043487606807,0.161872677119779
"gene_899",0.131088925893303,0.183872097430523
"gene_900",0.126687739011047,0.17813679138164
"gene_901",0.0580212536123706,0.0820436366852877
"gene_902",0.0621810446385647,0.0879311495187579
"gene_903",0.0621588834885044,0.0879085095366171
"gene_904",0.0836072111131531,0.117995560913499
"gene_905",0.271774102272996,0.390196723372664
"gene_906",0.0756837977844406,0.107028658747446
"gene_907",0.0688272309165046,0.0973369243427929
"gene_908",0.0586882429264362,0.0829759463610581
"gene_909",0.0750061525426619,0.106080241435498
"gene_910",0.0741629523178854,0.105143804535903
"gene_911",0.0739607653887081,0.10451540901102
"gene_912",0.0756284917212116,0.107258791522799
"gene_913",0.0625984045908928,0.0877139421667094
"gene_914",0.0696771727620018,0.0981813295048282
"gene_915",0.136010969688455,0.192799371531844
"gene_916",0.122983205613194,0.174044005625161
"gene_917",0.0989123252043291,0.140747996164946
"gene_918",0.111120079100259,0.156803875400363
"gene_919",0.119251077748256,0.168024815068644
"gene_920",0.0590555171688478,0.083537608755805
"gene_921",0.0622228169820428,0.0879591108452735
"gene_922",0.127878920268792,0.181878367235327
"gene_923",0.113696911321812,0.159553961934718
"gene_924",0.28530769216861,0.398247615857365
"gene_925",0.0862434984108668,0.121161429464848
"gene_926",0.0918828252895134,0.129183851136256
"gene_927",0.129693028319573,0.183572691568295
"gene_928",0.11165054915135,0.157422698499155
"gene_929",0.065118105641613,0.0920990283372478
"gene_930",0.0709747500496308,0.100495436058486
"gene_931",0.15377948613,0.222218231022345
"gene_932",0.0807517574249934,0.114186880238687
"gene_933",0.0620233755883717,0.087709242060025
"gene_934",0.129707821586921,0.185432918626767
"gene_935",0.215674489256468,0.299184506410535
"gene_936",0.0759096975640867,0.107187363314069
"gene_937",0.140072370552832,0.201726858286968
"gene_938",0.0722145375217108,0.101982557263572
"gene_939",0.0549800018501044,0.0777474080618576
"gene_940",0.0678484969166922,0.0958241845132981
"gene_941",0.118648268478979,0.16777827888791
"gene_942",0.0895228363007159,0.135172081555691
"gene_943",0.151637327513957,0.214236915794177
"gene_944",0.0668546394302078,0.0942016363108116
"gene_945",0.112470333850269,0.160237618201158
"gene_946",0.0569762889005295,0.0805761261358794
"gene_947",0.109256078668648,0.153917988821752
"gene_948",0.173211899463437,0.252464225971218
"gene_949",0.0555984310996667,0.0786362785985529
"gene_950",0.0963661888930585,0.136211780497124
"gene_951",0.281370883660775,0.404205756595149
"gene_952",0.161051672798118,0.233306561467018
"gene_953",0.0978418172115688,0.138198563448606
"gene_954",0.055208887648453,0.0779496425641795
"gene_955",0.0872868787928238,0.123773690121782
"gene_956",0.0718571982862284,0.101590285245652
"gene_957",0.0833095745596617,0.118173848125212
"gene_958",0.0573818146004508,0.0811142360197276
"gene_959",0.28308830390464,0.394191794260114
"gene_960",0.170790879370142,0.23929974283292
"gene_961",0.0916375206384294,0.129644161159336
"gene_962",0.0614462087715566,0.0869426781772447
"gene_963",0.120750243644424,0.171515404940815
"gene_964",0.277114738380176,0.40261240341463
"gene_965",0.123377144204677,0.176006233317112
"gene_966",0.0607347447944044,0.0858552996597229
"gene_967",0.0844487970102955,0.119048185840414
"gene_968",0.0733454927161808,0.103767755658164
"gene_969",0.183408671789933,0.260459242505328
"gene_970",0.0646217930662824,0.0914361798648944
"gene_971",0.14878856097012,0.210778976930475
"gene_972",0.0649257829793128,0.0918010392316706
"gene_973",0.0784166989906225,0.110906460050924
"gene_974",0.0995313680737277,0.141603093856443
"gene_975",0.0549290665375034,0.0776732380521529
"gene_976",0.0573947109974555,0.0811689545059427
"gene_977",0.0745586067037778,0.105493248801713
"gene_978",0.0676979995481957,0.0957439388155221
"gene_979",0.104699029250456,0.148319713630065
"gene_980",0.0819536267122874,0.114718339663934
"gene_981",0.217425747577629,0.308900532158448
"gene_982",0.0670516690654725,0.0947809207704859
"gene_983",0.0682541220747332,0.0964658525235825
"gene_984",0.0956698264107724,0.135772396420156
"gene_985",0.282745909748489,0.395653438335172
"gene_986",0.0892880006109978,0.12708335045567
"gene_987",0.0651488746425992,0.0919882463136963
"gene_988",0.148640889288993,0.209841065468486
"gene_989",0.0505276550682913,0.0714693894705854
"gene_990",0.149530280284261,0.210979061096739
"gene_991",0.0676660071967489,0.0957378040441241
"gene_992",0.0913086545547847,0.129349635790816
"gene_993",0.0638416947846979,0.0902573885792941
"gene_994",0.0662703507022923,0.0937293160140147
"gene_995",0.0927855801699101,0.130545102717641
"gene_996",0.0879208590946369,0.123906884071872
"gene_997",0.0705989027780217,0.100149126976747
"gene_998",0.069822383357002,0.0987366062256814
"gene_999",0.100430978694484,0.142362593883685
"gene_1000",0.115898879384564,0.161675654560852
"gene_1001",0.0550314269186618,0.0778013160784285
"gene_1002",0.0820495234417148,0.115982674008211
"gene_1003",0.0661359256250934,0.0935311967910479
"gene_1004",0.0667704922344331,0.0944458034791751
"gene_1005",0.0692901490231007,0.0979564980282019
"gene_1006",0.174595469766234,0.244420366374732
"gene_1007",0.07214124921739,0.102681012584905
"gene_1008",0.0649562868517734,0.0920043162525328
"gene_1009",0.224097066863514,0.316012946972349
"gene_1010",0.206119358922693,0.289231111951085
"gene_1011",0.0997422068479003,0.140982846454471
"gene_1012",0.0574926988945212,0.0812047470461701
"gene_1013",0.0567019758206631,0.0802051236428087
"gene_1014",0.0663049610400754,0.0937264003954474
"gene_1015",0.0650404113155784,0.0919572650449761
"gene_1016",0.0606344435872327,0.0857484416631515
"gene_1017",0.068899560615059,0.0972772985578111
"gene_1018",0.0728668755975957,0.103280904662745
"gene_1019",0.105184735247924,0.165137538235436
"gene_1020",0.0777477933071552,0.109579021994956
"gene_1021",0.0573831734858023,0.0811022676979483
"gene_1022",0.092134928497874,0.131840973343451
"gene_1023",0.117305525979154,0.167849082667225
"gene_1024",0.158429393296611,0.225553495496873
"gene_1025",0.0638535164600373,0.0903134572472336
"gene_1026",0.063114013944952,0.0891401305445386
"gene_1027",0.0695080390636287,0.0984131256798217
"gene_1028",0.0666785380045374,0.0942038352601471
"gene_1029",0.0882213103192295,0.125149144255524
"gene_1030",0.0678625950954442,0.0962885488623426
"gene_1031",0.0959858662879283,0.135500746857502
"gene_1032",0.0678118129580444,0.0959258116874715
"gene_1033",0.066948179835739,0.0946725963558574
"gene_1034",0.0634838637101458,0.08978104141571
"gene_1035",0.0608518400028362,0.0860386939236982
"gene_1036",0.0584446520257366,0.0826358022565109
"gene_1037",0.0532535829761655,0.0753666695292845
"gene_1038",0.0845681175940762,0.120563520272347
"gene_1039",0.0565294723119146,0.0799232082860951
"gene_1040",0.0783819434783392,0.111096287283786
"gene_1041",0.0790255240078375,0.116740249213618
"gene_1042",0.0593369075331959,0.0839418693418502
"gene_1043",0.0594959700547288,0.0841295336478837
"gene_1044",0.0904881148514256,0.128238893502169
"gene_1045",0.0624420468011825,0.0883209324759999
"gene_1046",0.100560281888413,0.142470039356423
"gene_1047",0.13072237733813,0.184754635415808
"gene_1048",0.164992059293311,0.233849940418044
"gene_1049",0.0842459761536029,0.12033406997251
"gene_1050",0.108712244382987,0.153550318992714
"gene_1051",0.0656902908392344,0.0928924627907149
"gene_1052",0.280581832009901,0.404113537014822
"gene_1053",0.107386489506149,0.151969722354572
"gene_1054",0.127732107962987,0.179941046550551
"gene_1055",0.0829586184340989,0.117125513199085
"gene_1056",0.171680702910873,0.241862644533381
"gene_1057",0.118659909796513,0.167301059253001
"gene_1058",0.0869020424050066,0.123740238807903
"gene_1059",0.0961792706620529,0.136523504060224
"gene_1060",0.0699929134247747,0.0990375123822813
"gene_1061",0.0617772632468993,0.0869663906842778
"gene_1062",0.241576908180905,0.336490831580061
"gene_1063",0.0619441605825979,0.0874707952991463
"gene_1064",0.0826625226529143,0.116141610524156
"gene_1065",0.305018792911017,0.420431939078015
"gene_1066",0.0576659002718443,0.0814163744236502
"gene_1067",0.158060818417662,0.221484688349029
"gene_1068",0.155594707580015,0.221230913378724
"gene_1069",0.0506801767635276,0.0716692410356853
"gene_1070",0.0827578557820663,0.117646484593354
"gene_1071",0.135635953823239,0.192560578089185
"gene_1072",0.311820695699053,0.44086035600409
"gene_1073",0.0775258863253739,0.109906854577544
"gene_1074",0.118786599789444,0.166766639601501
"gene_1075",0.0863204908846533,0.121676437652202
"gene_1076",0.0767139149791927,0.108333469226248
"gene_1077",0.0659688074301331,0.0930177292756031
"gene_1078",0.060400804688352,0.0853952592601101
"gene_1079",0.111723517891565,0.158404925460622
"gene_1080",0.318212968095716,0.44756849625406
"gene_1081",0.179757174609658,0.25281636568514
"gene_1082",0.247189691171624,0.356048985324881
"gene_1083",0.0805329178614276,0.113911397167145
"gene_1084",0.0626985491159195,0.0886215524093219
"gene_1085",0.0624501969857043,0.0883133902004567
"gene_1086",0.126247133066308,0.175443147414689
"gene_1087",0.0647378506224939,0.0916069560679473
"gene_1088",0.0622999740227898,0.0879830256622986
"gene_1089",0.0536855461435138,0.0759914088674985
"gene_1090",0.0657019276163451,0.0929778616907918
"gene_1091",0.0625296523655326,0.088443766119734
"gene_1092",0.11952160596897,0.167109156428025
"gene_1093",0.240286667606458,0.367572744280872
"gene_1094",0.0636600364648613,0.0900165632048203
"gene_1095",0.0763265464697879,0.107915761580669
"gene_1096",0.0752935229381317,0.106387439085862
"gene_1097",0.0957555393835769,0.135650696222766
"gene_1098",0.0812299890356754,0.114861286445433
"gene_1099",0.0934526595906771,0.131934899319477
"gene_1100",0.190873146725148,0.267915771523707
"gene_1101",0.069618618230104,0.0987545995176469
"gene_1102",0.1053151140935,0.148234580369345
"gene_1103",0.0902121749968466,0.127471570797617
"gene_1104",0.0924970013930647,0.130871967303553
"gene_1105",0.13018399924221,0.184203477402888
"gene_1106",0.0761144488050206,0.107367541495869
"gene_1107",0.110501413948308,0.156207690488874
"gene_1108",0.0802785192241892,0.114008688570783
"gene_1109",0.068119273135768,0.096553434160785
"gene_1110",0.070627210976875,0.0988843193042151
"gene_1111",0.0602164350695032,0.0850068081828401
"gene_1112",0.0968189828863514,0.136719526441339
"gene_1113",0.0655091702038203,0.0926745222403877
"gene_1114",0.139276194938181,0.196741078072702
"gene_1115",0.0826926868184221,0.116109978801057
"gene_1116",0.111143933873361,0.157564533240232
"gene_1117",0.0616639366311247,0.0873001291667285
"gene_1118",0.121731994278545,0.171813870961451
"gene_1119",0.0678702903007729,0.0959846671905959
"gene_1120",0.106949089041784,0.150665033753571
"gene_1121",0.0799761047083478,0.113184558076657
"gene_1122",0.124758592957311,0.176063240553834
"gene_1123",0.0752810721087607,0.10642982586256
"gene_1124",0.0650598446828319,0.091877453676299
"gene_1125",0.0592886027014702,0.0838640484077973
"gene_1126",0.142443298165742,0.201981848823379
"gene_1127",0.110751419268774,0.156385464018561
"gene_1128",0.0671554976177209,0.0949758455629462
"gene_1129",0.125847183995665,0.180266083211529
"gene_1130",0.0840710768058591,0.119844246088946
"gene_1131",0.180871353024515,0.255790426379638
"gene_1132",0.0799548258661667,0.113074419063699
"gene_1133",0.102583583584114,0.144901871721395
"gene_1134",0.0893162318224498,0.126409540808618
"gene_1135",0.0776763046795897,0.10923621186395
"gene_1136",0.0842881501626793,0.120320341029235
"gene_1137",0.120206394863273,0.169841573196496
"gene_1138",0.0573143414521863,0.080987411550675
"gene_1139",0.0616672028326161,0.0871968250655813
"gene_1140",0.0769115977137169,0.108602868690004
"gene_1141",0.0587116802439952,0.0830880696145573
"gene_1142",0.0583566134850522,0.0824724802225638
"gene_1143",0.321319710482137,0.448605379528612
"gene_1144",0.0577189265011608,0.0817586578636232
"gene_1145",0.0850901338800689,0.120231938564536
"gene_1146",0.0627671814567104,0.0887157524598986
"gene_1147",0.130948501517514,0.18387346329171
"gene_1148",0.0493784657715926,0.0698518172745032
"gene_1149",0.0783544974833044,0.110225088217388
"gene_1150",0.0845777958267536,0.119148477315617
"gene_1151",0.292992528135285,0.413226272505051
"gene_1152",0.0710320781480531,0.100380662806761
"gene_1153",0.0694364030934899,0.0981199388609608
"gene_1154",0.0594092252058205,0.0840136789371062
"gene_1155",0.0615966305671115,0.0871579121192149
"gene_1156",0.0589851299743526,0.0833869277225721
"gene_1157",0.0766876097422254,0.108615420252262
"gene_1158",0.194880325694352,0.271729353476096
"gene_1159",0.0738127338943866,0.10548529686352
"gene_1160",0.150830136408523,0.212324722566309
"gene_1161",0.0700799471659377,0.0989400087660802
"gene_1162",0.072330507356165,0.102111585250113
"gene_1163",0.0658551584639476,0.0931953271448601
"gene_1164",0.0682151132140205,0.0965280956337565
"gene_1165",0.0628056837927893,0.0886272111108031
"gene_1166",0.0869627829338924,0.122872449512465
"gene_1167",0.0689672683116271,0.0972547370032121
"gene_1168",0.209872237455756,0.302896125569624
"gene_1169",0.316902764371745,0.456449669698463
"gene_1170",0.269011985007144,0.373674876906162
"gene_1171",0.107360286792515,0.151118001222538
"gene_1172",0.0646315484347696,0.0911480070436826
"gene_1173",0.0659064907430776,0.0932076572036294
"gene_1174",0.0651979492560555,0.0922285749452018
"gene_1175",0.0672039143085179,0.0956123525545049
"gene_1176",0.0970532736698024,0.136746068743806
"gene_1177",0.0704329574793674,0.0996203999995641
"gene_1178",0.161971266313361,0.224091103515367
"gene_1179",0.0657156931278532,0.0952739818667558
"gene_1180",0.0634255654256135,0.0899007321073915
"gene_1181",0.133509668187972,0.188396752300251
"gene_1182",0.0615256095935547,0.08704252823614
"gene_1183",0.065365657803456,0.0925285292480239
"gene_1184",0.10836587902987,0.152405694056223
"gene_1185",0.223393320884825,0.317305924527003
"gene_1186",0.173653790397409,0.244548171113914
"gene_1187",0.0822823269806285,0.115861547962185
"gene_1188",0.0595559638070449,0.0842455786675675
"gene_1189",0.140648746423542,0.19750587453645
"gene_1190",0.0835590508291951,0.117758994652511
"gene_1191",0.0602030510365851,0.0852581765920751
"gene_1192",0.0511121065585064,0.0722293437728972
"gene_1193",0.0754603347082407,0.106707935197609
"gene_1194",0.0625730593443558,0.0885304464200687
"gene_1195",0.0565704268257794,0.0799971724295258
"gene_1196",0.0780863735552373,0.109404841772464
"gene_1197",0.0605895063709539,0.0856952549029478
"gene_1198",0.0899091165261818,0.126288573390209
"gene_1199",0.0834347448284876,0.117728321299919
"gene_1200",0.0811817070006049,0.113690936773585
"gene_1201",0.0876418387216164,0.123645500585687
"gene_1202",0.0671708226940532,0.0946940907136049
"gene_1203",0.26621721808522,0.376007392038488
"gene_1204",0.160868731227585,0.230194491451727
"gene_1205",0.0942108583683994,0.132625088580249
"gene_1206",0.248950269665233,0.344986008188452
